date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:55	142531/142531	---M-Z	200	added ('OK')	text/html	etag:%2221c1b9b-22cc3-5ee99cea6d400-gzip%22	http://admin.pixelstrap.com/xolo/theme/flag-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/flag-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:55	110119/110119	---M-Z	200	added ('OK')	text/html	etag:%2221c1ba6-1ae27-5ee99d7c56c40-gzip%22	http://admin.pixelstrap.com/xolo/theme/font-awesome.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/font-awesome.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:55	308513/308513	---M-Z	200	added ('OK')	text/html	etag:%2221c223b-4b521-5ee216c5e3cc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/ico-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/ico-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:56	74869/74869	---M-Z	200	added ('OK')	text/html	etag:%2221c6316-12475-5ee99e364e300-gzip%22	http://admin.pixelstrap.com/xolo/theme/themify-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/themify-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:57	136807/136807	---M-Z	200	added ('OK')	text/html	etag:%2221c1b97-21667-5eec1bd257240-gzip%22	http://admin.pixelstrap.com/xolo/theme/feather-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/feather-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:57	352710/352710	---M-Z	200	added ('OK')	text/html	etag:%2221c6354-561c6-5ee99ef9cf040-gzip%22	http://admin.pixelstrap.com/xolo/theme/whether-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/whether-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:58	57214/57214	---M-Z	200	added ('OK')	text/html	etag:%2221c62d0-df7e-5ee99f813afc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/simple-line-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/simple-line-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:58	315206/315206	---M-Z	200	added ('OK')	text/html	etag:%2221c6287-4cf46-5ee9a01da20c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/material-design-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/material-design-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:59	61331/61331	---M-Z	200	added ('OK')	text/html	etag:%2221c62b6-ef93-5ee9a01da20c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/pe7-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/pe7-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:59	80369/80369	---M-Z	200	added ('OK')	text/html	etag:%2221c633d-139f1-5ee9a01da20c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/typicons-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/typicons-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:59	124316/124316	---M-Z	200	added ('OK')	text/html	etag:%2221c311a-1e59c-5ee9a01da20c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/ionic-icon.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/ionic-icon.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:00	77027/77027	---M-Z	200	added ('OK')	text/html	etag:%2221c19d4-12ce3-5ee9a0e3ff4c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/buttons.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/buttons.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:00	81264/81264	---M-Z	200	added ('OK')	text/html	etag:%2221c19d3-13d70-5eec239e61780-gzip%22	http://admin.pixelstrap.com/xolo/theme/buttons-flat.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/buttons-flat.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:01	76202/76202	---M-Z	200	added ('OK')	text/html	etag:%2221c19a9-129aa-5edf800e17080-gzip%22	http://admin.pixelstrap.com/xolo/theme/buttons-edge.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/buttons-edge.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:01	84397/84397	---M-Z	200	added ('OK')	text/html	etag:%2221c62bf-149ad-5edf802ab3400-gzip%22	http://admin.pixelstrap.com/xolo/theme/raised-button.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/raised-button.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:01	102544/102544	---M-Z	200	added ('OK')	text/html	etag:%2221c199d-19090-5ee9a61ef4bc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/button-group.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/button-group.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:01	52898/52898	---M-Z	200	added ('OK')	text/html	etag:%2221c1bd7-cea2-5ee9a8ab44ec0-gzip%22	http://admin.pixelstrap.com/xolo/theme/form-validation.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/form-validation.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:02	68267/68267	---M-Z	200	added ('OK')	text/html	etag:%2221c18ab-10aab-5ee22090255c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/base-input.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/base-input.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:02	53371/53371	---M-Z	200	added ('OK')	text/html	etag:%2221c62be-d07b-5edf818c836c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/radio-checkbox-control.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/radio-checkbox-control.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:02	47529/47529	---M-Z	200	added ('OK')	text/html	etag:%2221c27a8-b9a9-5edf81d6e6640-gzip%22	http://admin.pixelstrap.com/xolo/theme/input-group.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/input-group.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:03	65012/65012	---M-Z	200	added ('OK')	text/html	etag:%2221c628d-fdf4-5edf81d6e6640-gzip%22	http://admin.pixelstrap.com/xolo/theme/megaoptions.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/megaoptions.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:03	44374/44374	---M-Z	200	added ('OK')	text/html	etag:%2221c1b44-ad56-5edf832d44e00-gzip%22	http://admin.pixelstrap.com/xolo/theme/datepicker.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datepicker.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:03	42079/42079	---M-Z	200	added ('OK')	text/html	etag:%2221c6318-a45f-5edf832d44e00-gzip%22	http://admin.pixelstrap.com/xolo/theme/time-picker.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/time-picker.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:04	45257/45257	---M-Z	200	added ('OK')	text/html	etag:%2221c1b53-b0c9-5ee223cdd7b40-gzip%22	http://admin.pixelstrap.com/xolo/theme/datetimepicker.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datetimepicker.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:04	42752/42752	---M-Z	200	added ('OK')	text/html	etag:%2221c1b49-a700-5edf837c6c8c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/daterangepicker.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/daterangepicker.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:04	51074/51074	---M-Z	200	added ('OK')	text/html	etag:%2221c633b-c782-5eec3ee252b40-gzip%22	http://admin.pixelstrap.com/xolo/theme/touchspin.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/touchspin.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:04	57269/57269	---M-Z	200	added ('OK')	text/html	etag:%2221c6278-dfb5-5eec27191cd00-gzip%22	http://admin.pixelstrap.com/xolo/theme/select2.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/select2.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:05	60713/60713	---M-Z	200	added ('OK')	text/html	etag:%2221c62f7-ed29-5edf83e08f500-gzip%22	http://admin.pixelstrap.com/xolo/theme/switch.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/switch.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:05	46170/46170	---M-Z	200	added ('OK')	text/html	etag:%2221c62ee-b45a-5ee9b95f8b7c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/typeahead.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/typeahead.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:05	43772/43772	---M-Z	200	added ('OK')	text/html	etag:%2221c1abf-aafc-5edf84131ac40-gzip%22	http://admin.pixelstrap.com/xolo/theme/clipboard.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/clipboard.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:05	51833/51833	---M-Z	200	added ('OK')	text/html	etag:%2221c1b57-ca79-5eec28a8b3bc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/default-form.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/default-form.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:06	43740/43740	---M-Z	200	added ('OK')	text/html	etag:%2221c1be9-aadc-5edf84cb29e80-gzip%22	http://admin.pixelstrap.com/xolo/theme/form-wizard.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/form-wizard.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:06	44077/44077	---M-Z	200	added ('OK')	text/html	etag:%2221c1be8-ac2d-5edf8527ab8c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/form-wizard-two.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/form-wizard-two.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:06	43798/43798	---M-Z	200	added ('OK')	text/html	etag:%2221c1be3-ab16-5edf872b9ba00-gzip%22	http://admin.pixelstrap.com/xolo/theme/form-wizard-three.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/form-wizard-three.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:07	43888/43888	---M-Z	200	added ('OK')	text/html	etag:%2221c1bdf-ab70-5edf87600f5c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/form-wizard-four.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/form-wizard-four.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:07	78184/78184	---M-Z	200	added ('OK')	text/html	etag:%2221c18de-13168-5edf87975f840-gzip%22	http://admin.pixelstrap.com/xolo/theme/bootstrap-basic-table.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/bootstrap-basic-table.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:07	47342/47342	---M-Z	200	added ('OK')	text/html	etag:%2221c1965-b8ee-5edf87fb82480-gzip%22	http://admin.pixelstrap.com/xolo/theme/bootstrap-sizing-table.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/bootstrap-sizing-table.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:08	60626/60626	---M-Z	200	added ('OK')	text/html	etag:%2221c191a-ecd2-5edf87fb82480-gzip%22	http://admin.pixelstrap.com/xolo/theme/bootstrap-border-table.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/bootstrap-border-table.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:08	53361/53361	---M-Z	200	added ('OK')	text/html	etag:%2221c1966-d071-5edf87fb82480-gzip%22	http://admin.pixelstrap.com/xolo/theme/bootstrap-styling-table.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/bootstrap-styling-table.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:08	73982/73982	---M-Z	200	added ('OK')	text/html	etag:%2221c62f4-120fe-5ee30f83ad780-gzip%22	http://admin.pixelstrap.com/xolo/theme/table-components.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/table-components.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:08	362409/362409	---M-Z	200	added ('OK')	text/html	etag:%2221c1b01-587a9-5edf8835aedc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-basic-init.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-basic-init.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:09	345166/345166	---M-Z	200	added ('OK')	text/html	etag:%2221c1afc-5444e-5edf885dbcc40-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-advance.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-advance.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:10	188826/188826	---M-Z	200	added ('OK')	text/html	etag:%2221c1b3d-2e19a-5edf88777c900-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-styling.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-styling.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:10	48664/48664	---M-Z	200	added ('OK')	text/html	etag:%2221c1afd-be18-5edf8899d1a00-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-AJAX.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-AJAX.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:10	43872/43872	---M-Z	200	added ('OK')	text/html	etag:%2221c1b3b-ab60-5eec41b9fa000-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-server-side.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-server-side.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:11	169970/169970	---M-Z	200	added ('OK')	text/html	etag:%2221c1b38-297f2-5edf8a3b87380-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-plugin.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-plugin.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:11	246896/246896	---M-Z	200	added ('OK')	text/html	etag:%2221c1afe-3c470-5edf8a3b87380-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-API.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-API.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:12	66625/66625	---M-Z	200	added ('OK')	text/html	etag:%2221c1b03-10441-5edf8a66718c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-data-source.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-data-source.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:12	127114/127114	---M-Z	200	added ('OK')	text/html	etag:%2221c1b08-1f08a-5edf8a94384c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-autofill.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-autofill.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:12	149421/149421	---M-Z	200	added ('OK')	text/html	etag:%2221c1b0b-247ad-5edf8aafe0600-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-basic-button.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-basic-button.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:13	106080/106080	---M-Z	200	added ('OK')	text/html	etag:%2221c1b0c-19e60-5edf8ac2f3300-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-col-reorder.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-col-reorder.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:13	84597/84597	---M-Z	200	added ('OK')	text/html	etag:%2221c1b2b-14a75-5edf8aea0cf40-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-fixed-header.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-fixed-header.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:14	127058/127058	---M-Z	200	added ('OK')	text/html	etag:%2221c1b30-1f052-5edf8afffc300-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-html-5-data-export.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-html-5-data-export.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:14	106111/106111	---M-Z	200	added ('OK')	text/html	etag:%2221c1b31-19e7f-5edf8b1d8c8c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-key-table.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-key-table.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:14	113679/113679	---M-Z	200	added ('OK')	text/html	etag:%2221c1b32-1bc0f-5edf8b3564100-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-responsive.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-responsive.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:15	113697/113697	---M-Z	200	added ('OK')	text/html	etag:%2221c1b34-1bc21-5edf8b5018000-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-row-reorder.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-row-reorder.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:15	44475/44475	---M-Z	200	added ('OK')	text/html	etag:%2221c1b37-adbb-5edf8b5018000-gzip%22	http://admin.pixelstrap.com/xolo/theme/datatable-ext-scroller.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/datatable-ext-scroller.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:16	41620/41620	---M-Z	200	added ('OK')	text/html	etag:%2221c31c0-a294-5edf8b726d100-gzip%22	http://admin.pixelstrap.com/xolo/theme/jsgrid-table.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/jsgrid-table.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:16	44195/44195	---M-Z	200	added ('OK')	text/html	etag:%2221c1a07-aca3-5edf8bc841b80-gzip%22	http://admin.pixelstrap.com/xolo/theme/chart-apex.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chart-apex.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:16	44634/44634	---M-Z	200	added ('OK')	text/html	etag:%2221c1a9e-ae5a-5edf8bc841b80-gzip%22	http://admin.pixelstrap.com/xolo/theme/chart-google.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chart-google.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:16	42360/42360	---M-Z	200	added ('OK')	text/html	etag:%2221c1aae-a578-5edf8c0b03900-gzip%22	http://admin.pixelstrap.com/xolo/theme/chart-sparkline.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chart-sparkline.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:17	47949/47949	---M-Z	200	added ('OK')	text/html	etag:%2221c1a7f-bb4d-5edf8bc841b80-gzip%22	http://admin.pixelstrap.com/xolo/theme/chart-flot.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chart-flot.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:17	44441/44441	---M-Z	200	added ('OK')	text/html	etag:%2221c1a9f-ad99-5edf8c0b03900-gzip%22	http://admin.pixelstrap.com/xolo/theme/chart-knob.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chart-knob.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:17	44589/44589	---M-Z	200	added ('OK')	text/html	etag:%2221c1aab-ae2d-5edf8c0b03900-gzip%22	http://admin.pixelstrap.com/xolo/theme/chart-morris.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chart-morris.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:18	41594/41594	---M-Z	200	added ('OK')	text/html	etag:%2221c1ab3-a27a-5edf8cc9bfb00-gzip%22	http://admin.pixelstrap.com/xolo/theme/chartjs.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chartjs.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:18	44248/44248	---M-Z	200	added ('OK')	text/html	etag:%2221c1ab2-acd8-5edf8c1769640-gzip%22	http://admin.pixelstrap.com/xolo/theme/chartist.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chartist.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:18	45311/45311	---M-Z	200	added ('OK')	text/html	etag:%2221c1aad-b0ff-5edf8c0b03900-gzip%22	http://admin.pixelstrap.com/xolo/theme/chart-peity.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/chart-peity.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:18	30592/30592	---M-Z	200	added ('OK')	text/html	etag:%2221c990b-7780-5f67182001e25-gzip%22	http://admin.pixelstrap.com/xolo/theme/landing-page.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/landing-page.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:19	39937/39937	---M-Z	200	added ('OK')	text/html	etag:%2221c62d1-9c01-5eb0aa3459540-gzip%22	http://admin.pixelstrap.com/xolo/theme/sample-page.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/sample-page.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:19	47949/47949	---M-Z	200	added ('OK')	text/html	etag:%2221c27a9-bb4d-5ee31eae15f40-gzip%22	http://admin.pixelstrap.com/xolo/theme/internationalization.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/internationalization.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:19	88933/88933	---M-Z	200	added ('OK')	text/html	etag:%2221c18dc-15b65-5eebfbaff21c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/bookmark.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/bookmark.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:20	101545/101545	---M-Z	200	added ('OK')	text/html	etag:%2221c1ad7-18ca9-5eebfbaff21c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/contacts.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/contacts.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:20	79902/79902	---M-Z	200	added ('OK')	text/html	etag:%2221c629f-1381e-5eebfbaff21c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/task.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/task.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:20	46281/46281	---M-Z	200	added ('OK')	text/html	etag:%2221c6282-b4c9-5eec41b9fa000-gzip%22	http://admin.pixelstrap.com/xolo/theme/map-js.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/map-js.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:20	43322/43322	---M-Z	200	added ('OK')	text/html	etag:%2221c6353-a93a-5eb0bd4ce22c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/vector-map.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/vector-map.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:21	54557/54557	---M-Z	200	added ('OK')	text/html	etag:%2221c1b72-d51d-5ee365a0d0280-gzip%22	http://admin.pixelstrap.com/xolo/theme/email-application.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/email-application.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:21	54169/54169	---M-Z	200	added ('OK')	text/html	etag:%2221c1b75-d399-5edf9767b8780-gzip%22	http://admin.pixelstrap.com/xolo/theme/email-compose.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/email-compose.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:21	167757/167757	---M-Z	200	added ('OK')	text/html	etag:%2221c625f-28f4d-5eec2c400b4c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/product.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/product.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:22	49012/49012	---M-Z	200	added ('OK')	text/html	etag:%2221c62bc-bf74-5ee3729c5e3c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/product-page.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/product-page.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:22	50341/50341	---M-Z	200	added ('OK')	text/html	etag:%2221c626d-c4a5-5edf97cfabcc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/list-products.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/list-products.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:33:22	50114/50114	---M-Z	200	added ('OK')	text/html	etag:%2221c62b4-c3c2-5ee378cf483c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/payment-details.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/payment-details.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
